C,Si,Mn,Ni,Cr,Mo,V,Cu,W,Al,Ti,Nb,N,Co,P,S,TAUST (K),Ms (K)
1.26,0.23,0.21,5.3,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1273,342
0.76,0.25,0.61,0,0.017,0.006,0,0,0,0.005,0,0,0,0,0.01,0.01,1283,548
0.75,0.27,0.61,0,0.004,0.1,0,0,0,0.005,0,0,0,0,0.01,0.01,1283,538
0.76,0.25,0.82,0,0.6,0.16,0,0,0,0.005,0,0,0,0,0.01,0.01,1283,533
0.76,0.27,0.6,0,0.58,0.3,0,0,0,0.005,0,0,0,0,0.01,0.01,1283,535
0.22,0.24,0.83,1.06,0.54,0.51,0,0.3,0,0.029,0,0,0,0,0.01,0.01,1473,673
0.22,0.24,0.85,1.05,0.54,0.51,0.02,0.3,0,0.024,0,0,0,0,0.01,0.01,1473,673
0.3,0,0.3,3.64,1.63,0.49,0.08,0,0,0,0,0,0,0,0.01,0.01,1113,590
0.12,0.28,1.33,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1473,739
0.11,0.29,1.73,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1473,716
0.11,0.28,1.58,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1473,722
0.11,0.29,1.99,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1473,710
0.2,0.24,0.47,0.39,11.59,0.98,0.28,0,0,0.002,0,0,0.0323,0,0.01,0.01,1093,564
0.19,0.04,0.3,3.3,1.78,0.5,0,0,0,0.004,0,0,0,0,0.01,0.01,1111,627
0.18,0.26,0.81,0.4,0.49,0.17,0,0,0,0.056,0,0,0,0,0.01,0.01,1123,634
0.033,0.22,0.57,8.63,0.13,0.02,0,0,0,0.032,0,0,0.0083,0,0.01,0.01,1173,608
0.095,0.27,0.48,9.3,0.17,0.51,0,0,0,0.045,0,0,0.008,0,0.01,0.01,1063,591
0.1,0.24,0.49,0,2.43,1.06,0.01,0,0,0,0,0,0.012,0,0.01,0.01,1243,713
0.08,0.68,0.58,0.29,6.31,0.51,0.04,0,0,0.003,0,0,0.015,0,0.01,0.01,1203,707
0.19,0.34,0.46,0.09,7.83,2.02,0.01,0,0,0.005,0,0,0.013,0,0.01,0.01,1323,623
0.09,0.62,0.3,0.14,9.29,1.01,0.04,0,0,0.009,0,0,0.018,0,0.01,0.01,1243,673
0.2,0.24,0.47,0.39,11.5,0.98,0.28,0,0,0.002,0,0,0.0323,0,0.01,0.01,1323,571
0.01,0.73,0.13,0.22,12.8,0,0,0,0,0,0,0,0.013,0,0.01,0.01,1473,630
0.11,0.27,0.87,0.01,12.02,0,0,0,0,0,0,0,0.011,0,0.01,0.01,1473,580
0.19,0.26,0.39,0.01,12.5,0,0,0,0,0,0,0,0.007,0,0.01,0.01,1473,525
0.28,0.1,0.21,0.01,12.3,0,0,0,0,0,0,0,0.007,0,0.01,0.01,1473,470
0.01,0.73,0.13,0.22,12.8,0,0,0,0,0,0,0,0.287,0,0.01,0.01,1473,460
0.11,0.27,0.87,0.01,12.02,0,0,0,0,0,0,0,0.28,0,0.01,0.01,1473,410
0.19,0.26,0.39,0.01,12.5,0,0,0,0,0,0,0,0.278,0,0.01,0.01,1473,395
0.28,0.1,0.21,0.01,12.3,0,0,0,0,0,0,0,0.281,0,0.01,0.01,1473,335
0.54,0.33,0.44,0,4.02,0.42,1.24,0,7.44,0,0,0,0,0,0.01,0.01,1533,484
0.51,0.41,0.4,0,3.94,2.45,1.24,0,1.5,0,0,0,0,0,0.01,0.01,1523,474
0.52,0.47,0.42,0,3.97,3.15,1.15,0,0.99,0,0,0,0,0,0.01,0.01,1513,471
0.25,0.1,0.4,3.5,1.5,0.5,0.1,0,0,0,0,0,0,0,0.01,0.01,1113,631
0.43,0.21,0.95,0.93,0.15,0.04,0,0,0,0,0,0,0,0,0.01,0.01,1118,591
0.33,0.18,1.48,0.26,0.16,0.27,0,0,0,0,0,0,0,0,0.01,0.01,1118,620
0.38,0.25,1.49,0.24,0.1,0.41,0,0,0,0,0,0,0,0,0.01,0.01,1118,594
0.44,0.22,0.6,0.24,1.19,0.37,0,0,0,0,0,0,0,0,0.01,0.01,1123,597
0.32,0.28,0.61,3.22,0.63,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1108,578
0.38,0.15,0.56,2.42,0.74,0.46,0,0,0,0,0,0,0,0,0.01,0.01,1108,578
0.35,0.13,0.65,1.27,0.55,0,0,0,0,0,0,0,0,0,0.01,0.01,1118,613
0.41,0.13,0.48,1.75,0.17,0.22,0,0,0,0,0,0,0,0,0.01,0.01,1118,597
0.41,0.25,0.66,0.31,1.03,0.17,0.01,0,0,0,0,0,0,0,0.01,0.01,1123,632
0.06,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0.01,0.01,1255,644
0.1,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0.01,0.01,1255,612
0.3,0.18,0.52,2.46,0.05,0.37,0,0,0,0.015,0,0,0,0,0.01,0.01,1144,621
0.3,0.28,0.41,3.64,0.05,0.47,0,0,0,0.058,0,0,0,0,0.01,0.01,1144,607
0.26,0.29,0.72,0.11,1.01,1.04,0.23,0,0,0.015,0,0,0,0,0.01,0.01,1227,649
0.33,0.11,0.52,2.02,1.34,0.47,0.09,0,0,0.04,0,0,0,0,0.01,0.01,1144,589
0.26,0.22,0.41,2.91,1.98,0.69,0,0,0,0.015,0,0,0,0,0.01,0.01,1144,600
0.5,0.3,0.71,0,3.2,1.32,0,0,0,0,0,0,0,0,0.01,0.01,1214,554
0.51,0.4,0.34,0.32,4.8,1.99,0,0,0,0,0,0,0,0,0.01,0.01,1283,547
0.12,0.16,0.5,0,0,0,0,0,0,0,0,0,0.0005,0,0.01,0.01,1200,721
0.11,0.22,0.5,0,0,0.56,0,0,0,0.003,0,0,0.002,0,0.01,0.01,1200,775
0.1,0.21,0.52,0,0,0,0,0,0,0.05,0,0,0.0007,0,0.01,0.01,1200,770
0.37,0.25,1.45,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,635
0.36,0.25,1.45,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,626
0.38,0.25,0.7,0,0,0,0,0,0,0.063,0,0,0.003,0,0.01,0.01,1366,669
0.18,0.4,1.28,0,0,0,0.09,0,0,0.07,0,0,0.018,0,0.01,0.01,1172,680
0.41,0.26,0.86,1.28,0.71,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,603
0.24,0.33,0.88,0,0,0.23,0,0,0,0,0,0,0,0,0.01,0.01,1200,684
0.51,0.25,0.81,0,0,0.26,0,0,0,0,0,0,0,0,0.01,0.01,1116,598
0.44,0.29,1.04,0,1.13,0.15,0,0,0,0,0,0,0,0,0.01,0.01,1116,629
0.12,0.29,0.57,1.86,0.47,0.18,0.07,0,0,0,0,0,0,0,0.01,0.01,1200,687
0.41,0.28,0.87,1.83,0.72,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1116,568
0.42,0.28,0.71,1.77,0,0.24,0,0,0,0,0,0,0,0,0.01,0.01,1116,572
0.14,0.22,0.45,3.42,0,0.21,0,0,0,0,0,0,0,0,0.01,0.01,1200,685
0.42,0.25,0.87,0,0.89,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,604
0.63,0.23,0.86,0,0.83,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,565
1.06,0.32,0.33,0,1.44,0,0,0,0,0,0,0,0,0,0.01,0.01,1116,514
0.17,0.31,0.82,0.52,0.5,0.2,0,0,0,0,0,0,0,0,0.01,0.01,1200,705
0.21,0.3,0.71,0.63,0.49,0.17,0,0.014,0,0.014,0,0,0,0,0.01,0.01,1200,704
0.21,0.3,0.71,0.63,0.49,0.17,0,0.014,0,0.014,0,0,0,0,0.01,0.01,1339,699
0.37,0.25,0.87,0.56,0.44,0.18,0,0,0,0,0,0,0,0,0.01,0.01,1116,634
0.44,0.34,0.88,0.49,0.65,0.14,0,0,0,0,0,0,0,0,0.01,0.01,1116,589
0.57,1.95,0.91,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1144,517
0.1,0.05,0.1,10,2,1,0,0,0,0,0,0,0,8,0.01,0.01,1255,605
0.1,0.05,0.1,10,2,1,0,0,0,0,0,0,0,8,0.01,0.01,1589,622
0.13,0.25,2,0,0.55,0,0,0,0,0,0,0,0,0,0.01,0.01,1153,673
0.17,0.4,1.7,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1153,673
0.21,1.5,1.7,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1193,653
0.22,0.1,2,0,0.61,0,0,0,0,0,0,0,0,0,0.01,0.01,1133,638
0.21,1.27,2,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,643
0.2,1.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1223,598
0.31,1.47,1.66,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,608
0.4,1.48,1.67,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,573
0.58,1.42,1.54,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,513
0.24,0.14,1.98,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1223,633
0.24,0.59,0.99,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1223,633
0.24,1.01,2.03,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1223,628
0.24,1.49,2.05,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1223,623
0.21,0.61,2.39,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1153,638
0.21,0.8,2.25,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1153,643
0.21,0.99,2.08,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1153,648
0.25,1.15,2.25,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1153,613
0.19,0.2,1.97,0,0.59,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,653
0.19,0.2,2.17,0,0.6,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,643
0.19,0.2,1.59,0,0.81,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,653
0.19,0.2,1.79,0,0.77,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,648
0.19,0.2,2.16,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,653
0.19,0.2,1.99,0,0.3,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,653
0.19,0.07,2.05,0,0.6,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,653
0.2,0.19,2.04,0,0.6,0,0,0,0,0,0,0,0,0,0.01,0.01,1173,653
